symbol,timestamp,source,data_type,bid,ask,price,volume,spread_raw,spread_table,volatility,market_sentiment,trading_activity
XOM,1736083804723,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.49,9650916.0,-1.0,-1.0,0.579,-0.579,28.1
ETHEREUM,1736083804487,XTB_FEED,MARKET_DATA,3616.55,3629.05,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083805912,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.74,10056925.0,-1.0,-1.0,0.568,-0.609,23.81
ETHEREUM,1736083805391,XTB_FEED,MARKET_DATA,3617.195,3629.695,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083808141,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.39,10126547.0,-1.0,-1.0,0.576,-0.686,23.09
ETHEREUM,1736083812288,XTB_FEED,MARKET_DATA,3617.18,3629.68,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083816636,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.87,3106242.0,-1.0,-1.0,0.394,0.905,8.66
ETHEREUM,1736083816795,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083817778,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.37,5996439.0,-1.0,-1.0,0.685,-0.519,32.5
COP,1736083819119,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.18,3212811.0,-1.0,-1.0,0.398,0.862,10.75
SHEL,1736083820377,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.6,5669482.0,-1.0,-1.0,1.513,0.595,90.06
ETHEREUM,1736083816795,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083825140,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.84,11757134.0,-1.0,-1.0,1.224,-0.2,87.15
ETHEREUM,1736083824381,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083828287,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.33,5430515.0,-1.0,-1.0,1.494,0.671,85.89
ETHEREUM,1736083830480,XTB_FEED,MARKET_DATA,3617.05,3629.55,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083834365,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.76,3224667.0,-1.0,-1.0,0.407,0.748,4.6
ETHEREUM,1736083835644,XTB_FEED,MARKET_DATA,3616.35,3628.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083837882,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083840302,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.54,5244049.0,-1.0,-1.0,1.453,0.774,84.11
SHEL,1736083843798,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.41,5415467.0,-1.0,-1.0,1.476,0.755,87.97
ETHEREUM,1736083841269,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083841269,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083850775,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.25,5697034.0,-1.0,-1.0,1.45,0.693,84.58
COP,1736083853527,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.45,2961009.0,-1.0,-1.0,0.391,1.0,15.48
ETHEREUM,1736083841269,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083841269,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083859140,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.33,5750199.0,-1.0,-1.0,0.699,-0.597,44.8
COP,1736083859248,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.07,2903989.0,-1.0,-1.0,0.38,0.827,8.28
ETHEREUM,1736083861081,XTB_FEED,MARKET_DATA,3616.65,3629.15,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083862804,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.19,5847233.0,-1.0,-1.0,0.708,-0.563,39.2
XOM,1736083864711,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.17,11450276.0,-1.0,-1.0,1.247,-0.333,80.84
ETHEREUM,1736083862683,XTB_FEED,MARKET_DATA,3616.7,3629.2,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083867637,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.94,2817112.0,-1.0,-1.0,0.375,0.9,3.1
COP,1736083869065,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.34,2921495.0,-1.0,-1.0,0.375,0.809,6.02
COP,1736083869421,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.82,2922079.0,-1.0,-1.0,0.376,0.807,8.79
ETHEREUM,1736083869350,XTB_FEED,MARKET_DATA,3616.675,3629.175,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083874352,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.3,2844486.0,-1.0,-1.0,0.371,0.95,10.69
ETHEREUM,1736083875719,XTB_FEED,MARKET_DATA,3616.35,3628.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083879476,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.53,5936934.0,-1.0,-1.0,1.471,0.721,82.25
ETHEREUM,1736083879782,XTB_FEED,MARKET_DATA,3616.2,3628.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083883951,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.12,5564399.0,-1.0,-1.0,0.699,-0.75,50.63
COP,1736083885755,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.88,2785566.0,-1.0,-1.0,0.357,0.879,10.58
BP,1736083886440,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.99,5556266.0,-1.0,-1.0,0.707,-0.73,50.77
ETHEREUM,1736083879782,XTB_FEED,MARKET_DATA,3616.2,3628.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083879782,XTB_FEED,MARKET_DATA,3616.2,3628.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083891680,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.05,2729504.0,-1.0,-1.0,0.361,0.982,11.58
COP,1736083893577,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.8,2832079.0,-1.0,-1.0,0.363,0.925,14.27
ETHEREUM,1736083893083,XTB_FEED,MARKET_DATA,3616.35,3628.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083898285,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.37,13038069.0,-1.0,-1.0,1.233,-0.566,77.53
ETHEREUM,1736083894687,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083901038,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.88,13250746.0,-1.0,-1.0,1.226,-0.712,76.84
ETHEREUM,1736083901798,XTB_FEED,MARKET_DATA,3616.235,3628.735,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083902923,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.69,5327914.0,-1.0,-1.0,1.462,0.649,78.47
SHEL,1736083904203,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.74,5163976.0,-1.0,-1.0,1.461,0.598,75.59
COP,1736083907164,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.65,2546821.0,-1.0,-1.0,0.361,0.959,15.29
ETHEREUM,1736083901798,XTB_FEED,MARKET_DATA,3616.235,3628.735,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083908390,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.44,12781029.0,-1.0,-1.0,1.203,-0.754,74.98
XOM,1736083909031,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.08,12828887.0,-1.0,-1.0,1.203,-0.667,70.92
SHEL,1736083911008,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.49,4950799.0,-1.0,-1.0,1.458,0.552,76.04
ETHEREUM,1736083911882,XTB_FEED,MARKET_DATA,3616.15,3628.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083915907,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.18,5926641.0,-1.0,-1.0,0.741,-0.687,38.72
ETHEREUM,1736083915481,XTB_FEED,MARKET_DATA,3616.45,3628.95,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083917079,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.15,6162544.0,-1.0,-1.0,0.747,-0.638,35.29
SHEL,1736083920733,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.99,5114150.0,-1.0,-1.0,1.46,0.638,78.23
ETHEREUM,1736083921681,XTB_FEED,MARKET_DATA,3616.5,3629.0,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083922289,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.34,13611626.0,-1.0,-1.0,1.215,-0.604,69.04
XOM,1736083924722,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.69,13592512.0,-1.0,-1.0,1.211,-0.529,71.97
XOM,1736083925704,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.36,13994046.0,-1.0,-1.0,1.218,-0.607,75.31
ETHEREUM,1736083926881,XTB_FEED,MARKET_DATA,3616.95,3629.45,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083927586,XTB_FEED,MARKET_DATA,3617.05,3629.55,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736083932772,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.16,5278481.0,-1.0,-1.0,1.413,0.509,72.73
ETHEREUM,1736083931582,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083935665,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.33,2149876.0,-1.0,-1.0,0.365,0.965,16.75
SHEL,1736083936183,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.3,5055156.0,-1.0,-1.0,1.389,0.462,75.34
SHEL,1736083938200,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.47,5141981.0,-1.0,-1.0,1.363,0.448,78.9
ETHEREUM,1736083931582,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083940595,XTB_FEED,MARKET_DATA,3617.2,3629.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083945392,XTB_FEED,MARKET_DATA,3617.2,3630.15,-1.0,-1.0,12.95,12.95,-1.0,-1.0,-1.0
XOM,1736083950145,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.95,14011272.0,-1.0,-1.0,1.239,-0.589,79.56
SHEL,1736083953320,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.8,5151619.0,-1.0,-1.0,1.358,0.342,76.66
ETHEREUM,1736083945392,XTB_FEED,MARKET_DATA,3617.2,3630.15,-1.0,-1.0,12.95,12.95,-1.0,-1.0,-1.0
COP,1736083958376,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.45,2292740.0,-1.0,-1.0,0.365,0.943,13.93
ETHEREUM,1736083957281,XTB_FEED,MARKET_DATA,3617.35,3629.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736083960310,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.79,2314052.0,-1.0,-1.0,0.369,0.88,9.16
ETHEREUM,1736083957281,XTB_FEED,MARKET_DATA,3617.35,3629.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083963079,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.57,14102754.0,-1.0,-1.0,1.266,-0.652,79.53
BP,1736083965091,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.17,6882922.0,-1.0,-1.0,0.752,-0.354,43.28
ETHEREUM,1736083964181,XTB_FEED,MARKET_DATA,3617.4,3629.9,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083968958,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.83,14640112.0,-1.0,-1.0,1.246,-0.727,84.22
SHEL,1736083971230,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.91,5305499.0,-1.0,-1.0,1.331,0.619,82.77
ETHEREUM,1736083967151,XTB_FEED,MARKET_DATA,3617.4,3630.3,-1.0,-1.0,12.9,12.9,-1.0,-1.0,-1.0
BP,1736083973212,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.23,6621711.0,-1.0,-1.0,0.749,-0.154,47.21
BP,1736083978101,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.31,7052182.0,-1.0,-1.0,0.728,-0.086,51.52
ETHEREUM,1736083974481,XTB_FEED,MARKET_DATA,3617.45,3629.95,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083979907,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.17,7370026.0,-1.0,-1.0,0.728,-0.168,46.87
ETHEREUM,1736083980183,XTB_FEED,MARKET_DATA,3618.25,3630.75,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736083985900,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,109.91,13936964.0,-1.0,-1.0,1.207,-0.796,82.28
ETHEREUM,1736083987483,XTB_FEED,MARKET_DATA,3618.45,3630.95,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736083990982,XTB_FEED,MARKET_DATA,3618.8,3631.3,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736083993274,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.02,6916019.0,-1.0,-1.0,0.708,-0.107,48.99
BP,1736083998179,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.08,7226512.0,-1.0,-1.0,0.692,-0.02,49.08
ETHEREUM,1736083998558,XTB_FEED,MARKET_DATA,3620.43,3632.93,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084000756,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.7,5940197.0,-1.0,-1.0,1.33,0.745,98.26
ETHEREUM,1736084000069,XTB_FEED,MARKET_DATA,3620.12,3632.62,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084002433,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.44,6025873.0,-1.0,-1.0,1.354,0.715,100.0
COP,1736084005237,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.38,1984826.0,-1.0,-1.0,0.363,0.718,2.46
BP,1736084007196,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.93,7029977.0,-1.0,-1.0,0.679,-0.074,44.59
ETHEREUM,1736084006582,XTB_FEED,MARKET_DATA,3620.145,3632.645,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084011141,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.61,1977908.0,-1.0,-1.0,0.365,0.712,2.38
ETHEREUM,1736084010383,XTB_FEED,MARKET_DATA,3620.1,3632.6,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084012732,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.2,1908974.0,-1.0,-1.0,0.369,0.779,2.23
COP,1736084015929,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.93,1866953.0,-1.0,-1.0,0.367,0.704,4.29
SHEL,1736084017307,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.7,6328377.0,-1.0,-1.0,1.359,0.748,94.07
ETHEREUM,1736084010383,XTB_FEED,MARKET_DATA,3620.1,3632.6,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084019340,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.31,14938439.0,-1.0,-1.0,1.176,-0.793,77.9
XOM,1736084020057,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.16,14998020.0,-1.0,-1.0,1.181,-0.693,76.27
COP,1736084022563,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.31,2020685.0,-1.0,-1.0,0.362,0.77,2.89
ETHEREUM,1736084018092,XTB_FEED,MARKET_DATA,3620.0,3632.5,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736084026679,XTB_FEED,MARKET_DATA,3619.88,3632.38,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084028044,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.11,7100751.0,-1.0,-1.0,1.323,0.782,88.64
ETHEREUM,1736084032383,XTB_FEED,MARKET_DATA,3620.785,3633.285,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084036483,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.06,6866644.0,-1.0,-1.0,1.338,0.683,94.78
ETHEREUM,1736084036911,XTB_FEED,MARKET_DATA,3621.115,3633.615,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084037991,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.85,2014669.0,-1.0,-1.0,0.342,0.574,0.0
ETHEREUM,1736084039481,XTB_FEED,MARKET_DATA,3621.35,3633.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084043386,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.0,6998184.0,-1.0,-1.0,1.293,0.734,90.43
ETHEREUM,1736084045212,XTB_FEED,MARKET_DATA,3621.09,3633.59,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084047262,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.42,15300896.0,-1.0,-1.0,1.178,-0.794,70.19
SHEL,1736084048665,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.38,7019112.0,-1.0,-1.0,1.305,0.666,85.15
XOM,1736084049479,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.75,15385093.0,-1.0,-1.0,1.197,-0.842,72.38
ETHEREUM,1736084049682,XTB_FEED,MARKET_DATA,3619.95,3632.45,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084052649,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.68,7109687.0,-1.0,-1.0,1.311,0.588,89.28
ETHEREUM,1736084052882,XTB_FEED,MARKET_DATA,3620.35,3632.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084055443,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.79,7426614.0,-1.0,-1.0,0.665,-0.219,51.05
SHEL,1736084055859,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.56,6984180.0,-1.0,-1.0,1.336,0.734,92.97
ETHEREUM,1736084057481,XTB_FEED,MARKET_DATA,3620.35,3632.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084057897,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.89,7457330.0,-1.0,-1.0,0.675,-0.214,48.87
XOM,1736084058999,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.13,14457667.0,-1.0,-1.0,1.152,-1.0,66.96
ETHEREUM,1736084061682,XTB_FEED,MARKET_DATA,3620.15,3632.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084064981,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.94,8155160.0,-1.0,-1.0,0.69,-0.29,55.01
ETHEREUM,1736084067552,XTB_FEED,MARKET_DATA,3620.005,3632.505,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084070675,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.87,8522119.0,-1.0,-1.0,0.679,-0.211,50.64
ETHEREUM,1736084071113,XTB_FEED,MARKET_DATA,3620.045,3632.545,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736084076505,XTB_FEED,MARKET_DATA,3619.75,3632.25,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084078294,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.53,7847089.0,-1.0,-1.0,0.666,-0.124,52.57
XOM,1736084080155,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.83,14363999.0,-1.0,-1.0,1.168,-0.997,64.77
ETHEREUM,1736084079038,XTB_FEED,MARKET_DATA,3619.84,3632.34,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084082438,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.42,13939093.0,-1.0,-1.0,1.185,-1.0,61.53
SHEL,1736084085540,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.33,6539993.0,-1.0,-1.0,1.32,0.884,100.0
ETHEREUM,1736084085811,XTB_FEED,MARKET_DATA,3619.72,3632.22,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084086021,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.51,1861054.0,-1.0,-1.0,0.339,0.53,9.54
BP,1736084086950,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.38,7888224.0,-1.0,-1.0,0.665,-0.176,44.91
ETHEREUM,1736084090812,XTB_FEED,MARKET_DATA,3619.83,3632.33,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084093497,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.94,6604544.0,-1.0,-1.0,1.316,0.965,100.0
COP,1736084094423,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.1,1806536.0,-1.0,-1.0,0.351,0.517,17.3
ETHEREUM,1736084092700,XTB_FEED,MARKET_DATA,3619.85,3632.35,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084095716,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.37,7805860.0,-1.0,-1.0,0.672,-0.249,45.41
SHEL,1736084097828,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.03,6764427.0,-1.0,-1.0,1.312,1.0,100.0
COP,1736084099527,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.46,1816122.0,-1.0,-1.0,0.35,0.506,17.6
ETHEREUM,1736084099382,XTB_FEED,MARKET_DATA,3619.95,3632.45,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084101333,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.33,8162968.0,-1.0,-1.0,0.678,-0.179,42.5
ETHEREUM,1736084102181,XTB_FEED,MARKET_DATA,3620.4,3632.9,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084105643,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.84,6218688.0,-1.0,-1.0,1.303,0.879,96.45
COP,1736084106203,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.83,1751404.0,-1.0,-1.0,0.345,0.656,11.58
XOM,1736084107017,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.39,13042192.0,-1.0,-1.0,1.192,-0.81,60.58
ETHEREUM,1736084107056,XTB_FEED,MARKET_DATA,3620.18,3632.68,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084109224,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.88,12500822.0,-1.0,-1.0,1.192,-0.827,56.28
XOM,1736084110840,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.21,13070858.0,-1.0,-1.0,1.174,-0.803,56.2
COP,1736084112952,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.25,1617327.0,-1.0,-1.0,0.344,0.55,9.25
ETHEREUM,1736084113672,XTB_FEED,MARKET_DATA,3619.1,3631.6,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084115951,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.52,13729211.0,-1.0,-1.0,1.188,-0.831,62.3
BP,1736084118545,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.56,8182709.0,-1.0,-1.0,0.697,-0.188,48.31
ETHEREUM,1736084117781,XTB_FEED,MARKET_DATA,3618.2,3630.7,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
ETHEREUM,1736084122582,XTB_FEED,MARKET_DATA,3617.85,3630.35,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084123475,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.52,1666938.0,-1.0,-1.0,0.339,0.43,11.1
ETHEREUM,1736084127451,XTB_FEED,MARKET_DATA,3617.435,3629.935,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084130677,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.52,8470379.0,-1.0,-1.0,0.691,-0.296,44.62
BP,1736084131109,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.54,8251120.0,-1.0,-1.0,0.679,-0.226,48.84
SHEL,1736084131429,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.55,7242029.0,-1.0,-1.0,1.378,0.854,95.05
ETHEREUM,1736084130190,XTB_FEED,MARKET_DATA,3617.19,3629.69,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084136182,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.61,7135145.0,-1.0,-1.0,1.378,0.838,92.11
ETHEREUM,1736084137582,XTB_FEED,MARKET_DATA,3617.35,3629.85,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
BP,1736084139581,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.59,8317414.0,-1.0,-1.0,0.669,-0.191,52.28
ETHEREUM,1736084140306,XTB_FEED,MARKET_DATA,3617.15,3629.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
COP,1736084143886,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.81,1633985.0,-1.0,-1.0,0.348,0.419,9.86
ETHEREUM,1736084144402,XTB_FEED,MARKET_DATA,3617.15,3629.65,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
SHEL,1736084147288,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.15,7219871.0,-1.0,-1.0,1.397,0.928,97.75
ETHEREUM,1736084149499,XTB_FEED,MARKET_DATA,3616.96,3629.46,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
XOM,1736084151296,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.91,14486608.0,-1.0,-1.0,1.193,-0.761,69.91
XOM,1736084152883,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.48,14487039.0,-1.0,-1.0,1.196,-0.739,73.16
ETHEREUM,1736084153182,XTB_FEED,MARKET_DATA,3615.8,3628.3,-1.0,-1.0,12.5,12.5,-1.0,-1.0,-1.0
